video_id,title,channel,view_count,like_count,comment,author,reply_to,comment_likes,published_at,clean_comment,clean_title,video_label,tokens,token_count
VWKd8B98ia4,Doctor Mike Reacts To House MD | Compilation,Doctor Mike,15137517,205800,3/3 are worms im scared for the next one 😔😔😔,@LexiMataya,,0,2026-04-03T06:52:08Z,are worms im scared for the next one,doctor mike reacts to house md compilation,doctor,"['worms', 'im', 'scared', 'next']",4
MTDkExiOwZU,4 Carnivore Experts: The Ultimate Carnivore Diet For Women 2024,The Primal Podcast,430393,15351,"@manakono2649 I am also Japanese and I have been questioning this. No “carnivore”  can rebuttal why we eat white rice without inflammation. Possibly the fermented foods. 
I’m currently doing carnivore and I’m miserable.  It’s not balanced. I feel off. I gained weight.  
I believe I would do better OFF carnivore and back to a basic Japanese  diet .",@beecampbell5903,@manakono2649,6,2025-03-24T11:23:09Z,manakono i am also japanese and i have been questioning this no carnivore can rebuttal why we eat white rice without inflammation possibly the fermented foods im currently doing carnivore and im miserable its not balanced i feel off i gained weight i believe i would do better off carnivore and back to a basic japanese diet,carnivore experts the ultimate carnivore diet for women,influencer,"['manakono', 'japanese', 'questioning', 'carnivore', 'rebuttal', 'eat', 'white', 'rice', 'without', 'inflammation', 'possibly', 'fermented', 'foods', 'im', 'currently', 'carnivore', 'im', 'miserable', 'balanced', 'feel', 'gained', 'weight', 'believe', 'better', 'carnivore', 'back', 'basic', 'japanese', 'diet']",29
WPIZdNqRVY4,I tried the Carnivore Diet for a week...,Will Tennyson,3073416,83599,"If you're craving carbs on keto, you're doing it wrong",@alexcrossley148,,0,2026-04-08T15:40:36Z,if youre craving carbs on keto youre doing it wrong,i tried the carnivore diet for a week,influencer,"['youre', 'craving', 'carbs', 'keto', 'youre', 'wrong']",6
gKvlB-n59og,NUTRITION TRUTHS That Wellness Influencers ❌ DON&#39;T ❌ Want You to Know,Abbey Sharp,217965,8778,"THANK YOU FOR SCIENCE. What moron would actually think oats are that bad for you when switching breakfast to oatmeal has been treating type 2 diabetes, high cholesterol, and heart disease for literal decades?

Thanks for the info on the EWG also, I had no idea they were a dubiously qualified panel of greenwashing capitalists 😬",@Kitsune-DAS,,0,2024-01-15T12:57:38Z,thank you for science what moron would actually think oats are that bad for you when switching breakfast to oatmeal has been treating type diabetes high cholesterol and heart disease for literal decades thanks for the info on the ewg also i had no idea they were a dubiously qualified panel of greenwashing capitalists,nutrition truths that wellness influencers dont want you to know,influencer,"['thank', 'science', 'moron', 'oats', 'bad', 'switching', 'breakfast', 'oatmeal', 'treating', 'type', 'diabetes', 'high', 'cholesterol', 'heart', 'disease', 'literal', 'decades', 'thanks', 'info', 'ewg', 'idea', 'dubiously', 'qualified', 'panel', 'greenwashing', 'capitalists']",26
h7PkIxS9Skg,Woman on Carnivore Diet | Kendahl Landreth,Kendahl Landreth,814593,42426,@AnneShirley1995😂😂😂,@pinklatte4655,@pinklatte4655,1,2025-07-23T14:08:44Z,anneshirley,woman on carnivore diet kendahl landreth,influencer,['anneshirley'],1
kEODwPMftHA,Doctors React To Horrifying Old Medical Devices,Doctor Mike,12738464,266633,Jesus loves you 😊❤😊,@Minielly24,,0,2025-11-13T21:46:10Z,jesus loves you,doctors react to horrifying old medical devices,doctor,"['jesus', 'loves']",2
m4stVVsKVRA,Doctor and Lawyer React To Grey’s Anatomy Malpractice Episode,Doctor Mike,14905060,305666,0:15 nobody ever means to screw up.... wtf.,@PaulK-NG,,0,2025-05-20T01:24:53Z,nobody ever means to screw up wtf,doctor and lawyer react to greys anatomy malpractice episode,doctor,"['nobody', 'ever', 'means', 'screw', 'wtf']",5
ePOGpL-UlH8,TikTok Carnivores Are Getting Worse,AugustTheDuck,618275,26610,"@ nah, they drank whisky when they were young, a few smoked. but when us grandchildren came along they quit.",@SoggyBarkTree,@SoggyBarkTree,0,2025-01-25T14:11:32Z,nah they drank whisky when they were young a few smoked but when us grandchildren came along they quit,tiktok carnivores are getting worse,influencer,"['nah', 'drank', 'whisky', 'young', 'smoked', 'us', 'grandchildren', 'came', 'along', 'quit']",10
HbUo1bmEUg4,Here&#39;s Why Doctor&#39;s NEVER Drink Detox Tea,Doctor Mike,1250824,63113,Yeah like a liver transplant a kidney transplant…,@Sans_The_Skeleton,@TremaineAkeWriting,0,2024-07-18T19:25:13Z,yeah like a liver transplant a kidney transplant,heres why doctors never drink detox tea,both,"['yeah', 'liver', 'transplant', 'kidney', 'transplant']",5
jzFY1KDoaeU,Pediatricians Debunk 16 Baby Myths,Insider Science,9781487,160233,Am I the only one that thinks the pediatrician might be on meth? She looks like every methhead in WV.,@m26nautica,,1,2025-06-16T17:42:15Z,am i the only one that thinks the pediatrician might be on meth she looks like every methhead in wv,pediatricians debunk baby myths,doctor,"['thinks', 'pediatrician', 'might', 'meth', 'looks', 'every', 'methhead', 'wv']",8
I_DJ1ney6Kk,Un médecin débunke vos influenceurs préférés !,Charles.co,103059,4232,Les deux 😊,@frederique3769,@zacbasil535,0,2026-03-02T08:46:16Z,les deux,un mdecin dbunke vos influenceurs prfrs,both,"['les', 'deux']",2
JP76ekb_DxI,Uncovering Corruption From Spiritual Leaders &amp; Health Experts | Scott Carney,Doctor Mike,552785,12929,""""" Telling the truth  "" Yes. Every scammer says """" trust me, I am not a scammer """"",@narniadan,,0,2026-03-10T19:12:49Z,telling the truth yes every scammer says trust me i am not a scammer,uncovering corruption from spiritual leaders amp health experts scott carney,doctor,"['telling', 'truth', 'yes', 'every', 'scammer', 'trust', 'scammer']",7
NY4W7PY3OBY,Doctor Reacts to HILARIOUS TikToks,Doctor Mike,13628710,354175,1:50 she can rlly transition too lol,@Xantheeeeee13,,0,2023-10-03T09:31:21Z,she can rlly transition too lol,doctor reacts to hilarious tiktoks,doctor,"['rlly', 'transition', 'lol']",3
nOgg-_vav_8,"Food Theory: Liver King, The RAW Truth! (Carnivore Diet)",The Food Theorists,5965267,161185,*Dont_Read_My_Names!*  .,@GriffinZambia,@RitzyRace,1,2022-12-27T18:18:26Z,dontreadmynames,food theory liver king the raw truth carnivore diet,influencer,['dontreadmynames'],1
BD4Ep93cfpI,"TREAT YOUR BODY LIKE A TEMPLE: Tips on eating healthy, workout routine, &amp; purity as a Christian girl",Ashley Hetherington,161215,9361,"I love this! I needed it, honestly. p.s I do find the clicking of the mouse distracting and a little annoying, it might just be a me issue though",@lilyhawes8500,,0,2023-05-13T21:08:16Z,i love this i needed it honestly ps i do find the clicking of the mouse distracting and a little annoying it might just be a me issue though,treat your body like a temple tips on eating healthy workout routine amp purity as a christian girl,both,"['love', 'needed', 'honestly', 'ps', 'find', 'clicking', 'mouse', 'distracting', 'little', 'annoying', 'might', 'issue', 'though']",13
gj4RJHq52Bk,“Influencers” don’t understand “raw milk”,Kyle Hill,491662,36880,i remember watching because science I miss it bro,@raritee.mp333,,0,2025-08-19T04:45:29Z,i remember watching because science i miss it bro,influencers dont understand raw milk,influencer,"['remember', 'watching', 'science', 'miss', 'bro']",5
S718YtbwrzY,Doctor Blocks Me For Correcting Him,Doctor Mike,10693953,319021,W @FootDocDana to help Mike,@Drippy_guu-123,,0,2026-01-10T01:15:49Z,w footdocdana to help mike,doctor blocks me for correcting him,doctor,"['w', 'footdocdana', 'help', 'mike']",4
1l77HA1ta-k,Doctor Reacts To The Wildest TikToks,Doctor Mike,13834039,330801,Bros finna goon,@DOZI_777,@AndrewGold-ko7rj,0,2025-07-31T03:41:38Z,bros finna goon,doctor reacts to the wildest tiktoks,doctor,"['bros', 'finna', 'goon']",3
4apUOuJO90A,EVERYONE Has Quit Carnivore! Doctor Explains,Dr. Eric Westman - Adapt Your Life,499037,16706,#meatheals,@Nick-gg6tg,,0,2025-06-27T15:27:45Z,meatheals,everyone has quit carnivore doctor explains,doctor,['meatheals'],1
rmx6kXSkujo,Doctor Fact-Checks Grandma’s Medical Advice,Doctor Mike,9919018,222931,6:45 looks like trump ate a bit too much carrots,@MehmetDenizAslan,,0,2026-05-19T08:24:48Z,looks like trump ate a bit too much carrots,doctor factchecks grandmas medical advice,doctor,"['looks', 'trump', 'ate', 'bit', 'much', 'carrots']",6
aRV0dpzuJcY,Fridge Vs Influencers. Zeher Kismein Hai?,Dr Jayesh Sharma,78418,2584,Thankyou,@jainishpatel4803,,2,2025-12-14T10:44:13Z,thankyou,fridge vs influencers zeher kismein hai,both,['thankyou'],1
ePOGpL-UlH8,TikTok Carnivores Are Getting Worse,AugustTheDuck,618275,26610,No ring on that finger wonder why😂,@ChrisPelletier73,,0,2025-03-14T03:14:57Z,no ring on that finger wonder why,tiktok carnivores are getting worse,influencer,"['ring', 'finger', 'wonder']",3
ep8ZMq3GLNA,Doctor Fact-Checks TikTok Nutrition Advice,Doctor Mike,14267243,293888,0:48 I think honey is bitter,@Abby-b2g,,2,2025-08-03T22:31:10Z,i think honey is bitter,doctor factchecks tiktok nutrition advice,doctor,"['honey', 'bitter']",2
c9HAqDyXVqg,Doctor Reacts To Hilarious South Park Medical Scenes,Doctor Mike,13675497,327932,or people can scare people by telling them they need certain medications with horrible side effects example death approved by the FDA....,@mainstuff7858,,0,2025-12-20T04:39:25Z,or people can scare people by telling them they need certain medications with horrible side effects example death approved by the fda,doctor reacts to hilarious south park medical scenes,doctor,"['scare', 'telling', 'need', 'certain', 'medications', 'horrible', 'side', 'effects', 'example', 'death', 'approved', 'fda']",12
ymVkv3GFzN0,"TOP 1% WOMAN ROUTINE: How I Stay Productive, Healthy &amp; Balanced",Dr Faye Bate,2387469,52779,This essay was written by a man 😮 I can tell 😮,@princessmorebucks,@user-xd5fl3my6l,0,2026-02-04T17:12:43Z,this essay was written by a man i can tell,top woman routine how i stay productive healthy amp balanced,doctor,"['essay', 'written', 'man', 'tell']",4
gKvlB-n59og,NUTRITION TRUTHS That Wellness Influencers ❌ DON&#39;T ❌ Want You to Know,Abbey Sharp,217965,8778,Thank you for sharing your knowledge! I have definitely not boughten fruit because I was worried about the dirty dozen list.,@evilbunnyzombie,,0,2024-01-13T20:08:59Z,thank you for sharing your knowledge i have definitely not boughten fruit because i was worried about the dirty dozen list,nutrition truths that wellness influencers dont want you to know,influencer,"['thank', 'sharing', 'knowledge', 'definitely', 'boughten', 'fruit', 'worried', 'dirty', 'dozen', 'list']",10
MTDkExiOwZU,4 Carnivore Experts: The Ultimate Carnivore Diet For Women 2024,The Primal Podcast,430393,15351,"What if you don’t have a gallbladder? I’m worried about 80/20 fat without a gallbladder. 
Advice?",@perelandrianmama,,0,2024-06-28T13:02:23Z,what if you dont have a gallbladder im worried about fat without a gallbladder advice,carnivore experts the ultimate carnivore diet for women,influencer,"['dont', 'gallbladder', 'im', 'worried', 'fat', 'without', 'gallbladder', 'advice']",8
Gf50BB8rQLE,First Aid Hacks That Should Be Illegal,Doctor Mike,13688395,290446,"Never actually watched a Troom troom video
Now I wish I didn’t",@DeathBull_7,,0,2026-02-18T12:47:03Z,never actually watched a troom troom video now i wish i didnt,first aid hacks that should be illegal,doctor,"['never', 'watched', 'troom', 'troom', 'wish', 'didnt']",6
nOgg-_vav_8,"Food Theory: Liver King, The RAW Truth! (Carnivore Diet)",The Food Theorists,5965267,161185,it quite literally is cut from a fish and thrown onto rice? do u know how sushi is prepared,@baoef284,@CristianSanchez-zs1hz,1,2025-07-06T20:55:15Z,it quite literally is cut from a fish and thrown onto rice do u know how sushi is prepared,food theory liver king the raw truth carnivore diet,influencer,"['quite', 'literally', 'cut', 'fish', 'thrown', 'onto', 'rice', 'u', 'sushi', 'prepared']",10
JslBDMGC9Xw,Real Doctor Reacts to DOC MCSTUFFINS,Doctor Mike,12973459,389433,i had her toy kit i loved playing doctor XDD,@KaydenBonthuys-wh5yj,,0,2026-01-14T12:21:35Z,i had her toy kit i loved playing doctor xdd,real doctor reacts to doc mcstuffins,doctor,"['toy', 'kit', 'loved', 'playing', 'xdd']",5
MIYMUfv3TK0,Fact-Checking MrWhoseTheBoss Health Hacks,Doctor Mike,4837931,150762,Luckily I can tell when I am dehydrated because my lips tend to chap,@trixxart777,,0,2025-04-28T23:17:58Z,luckily i can tell when i am dehydrated because my lips tend to chap,factchecking mrwhosetheboss health hacks,doctor,"['luckily', 'tell', 'dehydrated', 'lips', 'tend', 'chap']",6
zBC68iQjH-k,Doctor Reacts To Cringey Dhar Mann Videos,Doctor Mike,16271610,319001,"3:34 this is me recently, I forced myself not to take sick days so I didn't miss anything important even though my stomach was so in pain that I constantly felt on the verge of throwing up(still don't know what's wrong yet but I'm on temporary meds that are managing the symptoms)",@anastasiapurl2223,,0,2026-04-03T00:18:59Z,this is me recently i forced myself not to take sick days so i didnt miss anything important even though my stomach was so in pain that i constantly felt on the verge of throwing upstill dont know whats wrong yet but im on temporary meds that are managing the symptoms,doctor reacts to cringey dhar mann videos,doctor,"['recently', 'forced', 'take', 'sick', 'days', 'didnt', 'miss', 'anything', 'important', 'though', 'stomach', 'pain', 'constantly', 'felt', 'verge', 'throwing', 'upstill', 'dont', 'whats', 'wrong', 'yet', 'im', 'temporary', 'meds', 'managing', 'symptoms']",26
a956CdkbnDk,Are Doctor Influencers POISONING Medicine? | Neurosurgeon vs Doctor Dropout,"Kevin Jubbal, M.D.",106982,3282,"Ahh...the old MCG ego hard at work...  
ps.  Im not the first to comment on this.  MCG produces some of the most arrogant people you have ever met.  I dont get why either,,, Believe me, as some whos trained in Chicago, New York, California...Believe me, you are not exceptional.",@scottallen3907,,0,2022-08-27T23:27:01Z,ahhthe old mcg ego hard at work ps im not the first to comment on this mcg produces some of the most arrogant people you have ever met i dont get why either believe me as some whos trained in chicago new york californiabelieve me you are not exceptional,are doctor influencers poisoning medicine neurosurgeon vs doctor dropout,doctor,"['ahhthe', 'old', 'mcg', 'ego', 'hard', 'work', 'ps', 'im', 'first', 'mcg', 'produces', 'arrogant', 'ever', 'met', 'dont', 'either', 'believe', 'whos', 'trained', 'chicago', 'new', 'york', 'californiabelieve', 'exceptional']",24
gj4RJHq52Bk,“Influencers” don’t understand “raw milk”,Kyle Hill,491662,36880,raw milk just taste better. cry about it.,@asdgasdgsadss2222,,1,2026-05-01T08:13:13Z,raw milk just taste better cry about it,influencers dont understand raw milk,influencer,"['raw', 'milk', 'taste', 'better', 'cry']",5
IVGQLxCjudM,Gallbladder Flush - The true science behind the myth,Doctor Klaper,239163,5622,"I would recommend reading, The Amazing Liver and Gallbladder flush by Andreas Moritz. It’s a great place to learn about the protocol and a step by step how to.",@posivibe989,@posivibe989,0,2025-05-09T13:07:50Z,i would recommend reading the amazing liver and gallbladder flush by andreas moritz its a great place to learn about the protocol and a step by step how to,gallbladder flush the true science behind the myth,doctor,"['recommend', 'reading', 'amazing', 'liver', 'gallbladder', 'flush', 'andreas', 'moritz', 'great', 'place', 'learn', 'protocol', 'step', 'step']",14
Gf50BB8rQLE,First Aid Hacks That Should Be Illegal,Doctor Mike,13688395,290446,Source:just to trust me bro😂😂😂,@JordanHarilal,,0,2025-12-12T20:26:25Z,sourcejust to trust me bro,first aid hacks that should be illegal,doctor,"['sourcejust', 'trust', 'bro']",3
kbInpn6QWNw,‘SkinnyTok’ Influencers Have Taken Over Health and Wellness Culture—and It’s More TOXIC Than Ever,Susannah Friesen,189711,6372,That first video was actually pretty solid advice though.,@abrielle13,,0,2025-09-07T02:38:31Z,that first video was actually pretty solid advice though,skinnytok influencers have taken over health and wellness cultureand its more toxic than ever,influencer,"['first', 'pretty', 'solid', 'advice', 'though']",5
7UHD0aTFNkA,TikTok Carnivores Are Insane,AugustTheDuck,2031913,58993,@loverofpasta I was carnivore for almost two years. I felt fantastic. I went off of it and gained my weight back. I’m exhausted all the time. I need to get back on the wagon.,@6GenNativeTexan,@6GenNativeTexan,0,2026-03-11T23:40:54Z,loverofpasta i was carnivore for almost two years i felt fantastic i went off of it and gained my weight back im exhausted all the time i need to get back on the wagon,tiktok carnivores are insane,influencer,"['loverofpasta', 'carnivore', 'almost', 'two', 'years', 'felt', 'fantastic', 'went', 'gained', 'weight', 'back', 'im', 'exhausted', 'time', 'need', 'back', 'wagon']",17
Sxzj0skUDg8,Doctor Reacts To DRAMATIC Lifeguard Rescues,Doctor Mike,30044375,362874,This is what I call bad,@Blockfloat,,0,2026-01-14T19:49:31Z,this is what i call bad,doctor reacts to dramatic lifeguard rescues,doctor,"['call', 'bad']",2
5LLl4neKRgk,Doctor Reacts To Rough Soccer Injuries,Doctor Mike,10880256,151475,Roberto firmino,@Misstind1e,@ExampleChannel-i2d,0,2026-02-18T23:10:59Z,roberto firmino,doctor reacts to rough soccer injuries,doctor,"['roberto', 'firmino']",2
HbUo1bmEUg4,Here&#39;s Why Doctor&#39;s NEVER Drink Detox Tea,Doctor Mike,1250824,63113,"I use Ephedra/Ephedrine daily. Helps me get a lot of work done, no need for ADD pills, my blood pressure, weight, blood tests look great.  Dr says take ADD pills that are 5 to 10 times stronger and last too long.  A lot of hose teas at one point had Ephedra or Blackbrush in them.  People can think for themselves and do their own research.  Your mental and physical health are linked.  We can't deny that so why focus on the rare bad?  How do you know that simply thinking that it could be bad is not doing damage?  The placebo is a powerful drug.",@stephanl6279,,0,2023-07-03T00:02:28Z,i use ephedraephedrine daily helps me get a lot of work done no need for add pills my blood pressure weight blood tests look great dr says take add pills that are to times stronger and last too long a lot of hose teas at one point had ephedra or blackbrush in them people can think for themselves and do their own research your mental and physical health are linked we cant deny that so why focus on the rare bad how do you know that simply thinking that it could be bad is not doing damage the placebo is a powerful drug,heres why doctors never drink detox tea,both,"['use', 'ephedraephedrine', 'daily', 'helps', 'lot', 'work', 'done', 'need', 'add', 'pills', 'blood', 'pressure', 'weight', 'blood', 'tests', 'look', 'great', 'dr', 'take', 'add', 'pills', 'times', 'stronger', 'last', 'long', 'lot', 'hose', 'teas', 'point', 'ephedra', 'blackbrush', 'research', 'mental', 'physical', 'health', 'linked', 'cant', 'deny', 'focus', 'rare', 'bad', 'simply', 'thinking', 'bad', 'damage', 'placebo', 'powerful', 'drug']",48
yjUuxe7vj0E,I’ve Only Been Eating Meat For The Past 8 Years | @drjoshaxe,Mikhaila Peterson,826964,27650,Nope i try to add organic plain veg and get sick.,@jenergy1000,@maddien2135,0,2025-07-01T06:58:05Z,nope i try to add organic plain veg and get sick,ive only been eating meat for the past years drjoshaxe,both,"['nope', 'try', 'add', 'organic', 'plain', 'veg', 'sick']",7
BLK6dV76XTQ,TikToks Your Doctor Warned You About,Doctor Mike,16410206,230437,"Multi-chain triglycerides (MCTs) help the body to go into ketosis (also called autophagy), which is the ""super-healing"" mode of the body. This allows the body to heal from autoimmune disorders and diseases that affect the brain. My grandma has Parkinson's, and she showed significant improvement from eating a ketogenic diet and taking MCTs. Don't knock natural health hacks until you understand the science behind them.",@FantomSmashkarts,,0,2026-05-17T01:29:40Z,multichain triglycerides mcts help the body to go into ketosis also called autophagy which is the superhealing mode of the body this allows the body to heal from autoimmune disorders and diseases that affect the brain my grandma has parkinsons and she showed significant improvement from eating a ketogenic diet and taking mcts dont knock natural health hacks until you understand the science behind them,tiktoks your doctor warned you about,both,"['multichain', 'triglycerides', 'mcts', 'help', 'body', 'go', 'ketosis', 'called', 'autophagy', 'superhealing', 'mode', 'body', 'allows', 'body', 'heal', 'autoimmune', 'disorders', 'diseases', 'affect', 'brain', 'grandma', 'parkinsons', 'showed', 'significant', 'improvement', 'eating', 'ketogenic', 'diet', 'taking', 'mcts', 'dont', 'knock', 'natural', 'health', 'hacks', 'understand', 'science', 'behind']",38
-s3rXAcna3o,Nitesh Soni Exposed | Reality of Fitness Influencers | Dt.Bhawesh | #diettubeindia #roast #shorts,DietTube India,2209968,106426,Abee oo bhn k land km se km vo kuch shi to btata h bhn k lode chal tu shi h tu jyada janta h to twri body kha h bhn k lode chutiye 🖕,@KamaldeepSingh-ky8bi,,1,2026-03-14T09:09:35Z,abee oo bhn k land km se km vo kuch shi to btata h bhn k lode chal tu shi h tu jyada janta h to twri body kha h bhn k lode chutiye,nitesh soni exposed reality of fitness influencers dtbhawesh diettubeindia roast shorts,influencer,"['abee', 'oo', 'bhn', 'k', 'land', 'km', 'se', 'km', 'vo', 'kuch', 'shi', 'btata', 'h', 'bhn', 'k', 'lode', 'chal', 'tu', 'shi', 'h', 'tu', 'jyada', 'janta', 'h', 'twri', 'body', 'kha', 'h', 'bhn', 'k', 'lode', 'chutiye']",32
I_DJ1ney6Kk,Un médecin débunke vos influenceurs préférés !,Charles.co,103059,4232,​@nomercy329oui bien sur,@jimmynjebayi1437,@felipesoreta8533,0,2026-03-03T19:07:40Z,nomercyoui bien sur,un mdecin dbunke vos influenceurs prfrs,both,"['nomercyoui', 'bien', 'sur']",3
kEODwPMftHA,Doctors React To Horrifying Old Medical Devices,Doctor Mike,12738464,266633,"6:25 omg—you THINK these are iron lungs???  Jeez Louise…  I’m a liberal arts undergrad. Master’s in psychology—parents met in medical school in 1960. I’ve seriously begun to question education after the 1980’s. Yeah, do I need to say IN THE LAST CENTURY??? It seems like maybe I need to… maybe it was just the fact that my mother REALLY be,ie Ed in constantly educating us. I reckon not all people have parents who reallllllly care about that.",@sarahferrell5458,@sarahferrell5458,0,2026-01-30T23:20:52Z,omgyou think these are iron lungs jeez louise im a liberal arts undergrad masters in psychologyparents met in medical school in ive seriously begun to question education after the s yeah do i need to say in the last century it seems like maybe i need to maybe it was just the fact that my mother really beie ed in constantly educating us i reckon not all people have parents who reallllllly care about that,doctors react to horrifying old medical devices,doctor,"['omgyou', 'iron', 'lungs', 'jeez', 'louise', 'im', 'liberal', 'arts', 'undergrad', 'masters', 'psychologyparents', 'met', 'medical', 'school', 'ive', 'seriously', 'begun', 'question', 'education', 'yeah', 'need', 'last', 'century', 'seems', 'maybe', 'need', 'maybe', 'fact', 'mother', 'beie', 'ed', 'constantly', 'educating', 'us', 'reckon', 'parents', 'reallllllly', 'care']",38
DhlRgwdDc-E,Debunking the myths of OCD - Natascha M. Santos,TED-Ed,12376188,210988,"Idk but I have to do what my brain want me to do, I feel so uncomfortable if I didn't do that",@Shinra08,@Alexmaboi,0,2025-07-30T17:55:54Z,idk but i have to do what my brain want me to do i feel so uncomfortable if i didnt do that,debunking the myths of ocd natascha m santos,doctor,"['idk', 'brain', 'want', 'feel', 'uncomfortable', 'didnt']",6
X4idviwvvFY,The Rise of India&#39;s Fitness Influencer Revolution,Muscle Adventure,102644,4713,Mujhe bhi😊,@eternalsIQ9850,@UttamFitVlogs,0,2025-07-07T19:27:14Z,mujhe bhi,the rise of indias fitness influencer revolution,influencer,"['mujhe', 'bhi']",2
z88sps6FI88,Doctor Reacts To Scary TikTok Health Advice,Doctor Mike,8902487,212265,It's funny that how stupid a person is does show on their faces.,@BN99239,,0,2026-05-12T20:15:13Z,its funny that how stupid a person is does show on their faces,doctor reacts to scary tiktok health advice,doctor,"['funny', 'stupid', 'person', 'show', 'faces']",5
c9HAqDyXVqg,Doctor Reacts To Hilarious South Park Medical Scenes,Doctor Mike,13675497,327932,@AngeliqueStP Can't pray with what you never had.,@futur3ndings651,@IllC2Ill,0,2026-01-20T08:33:23Z,angeliquestp cant pray with what you never had,doctor reacts to hilarious south park medical scenes,doctor,"['angeliquestp', 'cant', 'pray', 'never']",4
jzFY1KDoaeU,Pediatricians Debunk 16 Baby Myths,Insider Science,9781487,160233,"See a child psychologist, they can have interesting insights",@kims2r,@jamakathegreat1110,0,2025-10-07T12:38:59Z,see a child psychologist they can have interesting insights,pediatricians debunk baby myths,doctor,"['see', 'child', 'psychologist', 'interesting', 'insights']",5
WPIZdNqRVY4,I tried the Carnivore Diet for a week...,Will Tennyson,3073416,83599,Pork rinds are perfect snacks.,@lovebyrdsseasonings,,1,2025-11-21T03:16:58Z,pork rinds are perfect snacks,i tried the carnivore diet for a week,influencer,"['pork', 'rinds', 'perfect', 'snacks']",4
2DVcs9kP97s,Scientist debunks: The worst skincare misinformation on TikTok,Lab Muffin Beauty Science,542411,26370,"I had the same friggin thought! His mouth is moving weird as is he, and is skin looks artificially smooth to me.",@CinnaBanBanRoll,@ClevverUsername,0,2026-02-17T04:10:33Z,i had the same friggin thought his mouth is moving weird as is he and is skin looks artificially smooth to me,scientist debunks the worst skincare misinformation on tiktok,doctor,"['friggin', 'thought', 'mouth', 'moving', 'weird', 'skin', 'looks', 'artificially', 'smooth']",9
DpFPqM-oRIM,Carnivore Diet - I AM STOPPING (202 Days In)- My Last Meal,HomeSteadHow,678698,16077,Raw meat is the natural human diet,@Luke-v8e1s,,0,2025-10-08T06:35:07Z,raw meat is the natural human diet,carnivore diet i am stopping days in my last meal,influencer,"['raw', 'meat', 'natural', 'human', 'diet']",5
J06pEhqOmx0,Doctor reacts to super satisfying pimple pops! #dermreacts #doctorreacts #pimplepop #cystpop,208SkinDoc,13527239,23935,Original video link?,@jelisaferr,,0,2026-02-07T06:39:44Z,original video link,doctor reacts to super satisfying pimple pops dermreacts doctorreacts pimplepop cystpop,doctor,"['original', 'link']",2
IxwcmuNrn1c,Dying Teen Listened to a Wellness Influencer Over Science | Law &amp; Order | NBC,Law & Order,80127,1257,Mom didn't know she was lying. Only the prosecutors and the ME seem to know it.,@emzkinz,@JMC-125,2,2026-03-09T00:07:49Z,mom didnt know she was lying only the prosecutors and the me seem to know it,dying teen listened to a wellness influencer over science law amp order nbc,influencer,"['mom', 'didnt', 'lying', 'prosecutors', 'seem']",5
ePOGpL-UlH8,TikTok Carnivores Are Getting Worse,AugustTheDuck,618275,26610,Actually with this much protein and almost no carbs she might avoid diabetes and get kidney failure instead,@0106johnny,@Microwave_guy,0,2024-11-19T13:43:54Z,actually with this much protein and almost no carbs she might avoid diabetes and get kidney failure instead,tiktok carnivores are getting worse,influencer,"['much', 'protein', 'almost', 'carbs', 'might', 'avoid', 'diabetes', 'kidney', 'failure', 'instead']",10
IxwcmuNrn1c,Dying Teen Listened to a Wellness Influencer Over Science | Law &amp; Order | NBC,Law & Order,80127,1257,I struggle to see him as anything other than Prince Char in Ella Enchanted. XD,@wickedmouthful,@ashleymarks3726,2,2026-03-09T16:14:45Z,i struggle to see him as anything other than prince char in ella enchanted xd,dying teen listened to a wellness influencer over science law amp order nbc,influencer,"['struggle', 'see', 'anything', 'prince', 'char', 'ella', 'enchanted', 'xd']",8
kFSflqB-Fzs,Dr. Berg Goes Carnivore for 2 Weeks,Dr. Eric Berg DC,1635884,47841,"Thanks for the positive feedback, however 2 weeks carnivore isn’t even long enough for your body to acclimate.",@edbaker8611,,0,2025-08-27T22:18:48Z,thanks for the positive feedback however weeks carnivore isnt even long enough for your body to acclimate,dr berg goes carnivore for weeks,both,"['thanks', 'positive', 'feedback', 'however', 'weeks', 'carnivore', 'isnt', 'long', 'enough', 'body', 'acclimate']",11
