video_id,title,channel,view_count,like_count,comment,author,reply_to,comment_likes,published_at,clean_comment,clean_title,video_label,tokens,token_count
Eb4-MOubIyM,Gynecologist Debunks Viral Birth Control LIES,Mama Doctor Jones,596173,27513,"My ex wife started to take this shit and long story short, she almost become lesbian, than she quit and all that goes away.... Coincidence??? I don't think so.... Doctors get paid from big pharma so they don't shit in the same plate where they eat??? That's a fact",@TheHypercarnivoreChef,,0,2024-05-06T05:06:08Z,my ex wife started to take this shit and long story short she almost become lesbian than she quit and all that goes away coincidence i dont think so doctors get paid from big pharma so they dont shit in the same plate where they eat thats a fact,gynecologist debunks viral birth control lies,doctor,"['ex', 'wife', 'started', 'take', 'shit', 'long', 'story', 'short', 'almost', 'become', 'lesbian', 'quit', 'goes', 'away', 'coincidence', 'dont', 'paid', 'big', 'pharma', 'dont', 'shit', 'plate', 'eat', 'thats', 'fact']",25
OlErnPszQ5k,TikTok CARNIVORES are CRAZY,FunkyFrogBait,6990478,197135,"i was eating. now im scared, physically upset.",@DianaAnAlien,,0,2026-04-21T18:28:16Z,i was eating now im scared physically upset,tiktok carnivores are crazy,influencer,"['eating', 'im', 'scared', 'physically', 'upset']",5
IVGQLxCjudM,Gallbladder Flush - The true science behind the myth,Doctor Klaper,239163,5622,"according to the protocol the epsom salts dilate the bile tubes.
and there is one research which proved with ultrasound that actual gallstones passed.
since you cant post urls in comments, i cant link it...
its on the AAFP site, google this (including double quotes):
""Home Remedy May Help Prevent Surgery in Some Patients with Gallstones""",@tanko.reactions176,,0,2024-07-27T12:29:07Z,according to the protocol the epsom salts dilate the bile tubes and there is one research which proved with ultrasound that actual gallstones passed since you cant post urls in comments i cant link it its on the aafp site google this including double quotes home remedy may help prevent surgery in some patients with gallstones,gallbladder flush the true science behind the myth,doctor,"['according', 'protocol', 'epsom', 'salts', 'dilate', 'bile', 'tubes', 'research', 'proved', 'ultrasound', 'actual', 'gallstones', 'passed', 'since', 'cant', 'post', 'urls', 'comments', 'cant', 'link', 'aafp', 'site', 'google', 'including', 'double', 'quotes', 'home', 'remedy', 'may', 'help', 'prevent', 'surgery', 'patients', 'gallstones']",34
s9Xf1qtdAJw,Carnivore Diet: 47 BEGINNER TIPS For Success,PJ Howland,613912,17651,Will I be in ketosis on the carnivore diet?,@pattyrand8827,,0,2025-01-11T02:30:40Z,will i be in ketosis on the carnivore diet,carnivore diet beginner tips for success,influencer,"['ketosis', 'carnivore', 'diet']",3
yjUuxe7vj0E,I’ve Only Been Eating Meat For The Past 8 Years | @drjoshaxe,Mikhaila Peterson,826964,27650,So tired of theese meat eaters. Thsts why im a vegan and only eat jellyfish.,@MrMunch-xw9fn,,0,2025-08-15T03:02:20Z,so tired of theese meat eaters thsts why im a vegan and only eat jellyfish,ive only been eating meat for the past years drjoshaxe,both,"['tired', 'theese', 'meat', 'eaters', 'thsts', 'im', 'vegan', 'eat', 'jellyfish']",9
BD4Ep93cfpI,"TREAT YOUR BODY LIKE A TEMPLE: Tips on eating healthy, workout routine, &amp; purity as a Christian girl",Ashley Hetherington,161215,9361,As I sit here with a bowl of ice cream. 😂,@Slnaocwe,,0,2023-11-28T21:38:11Z,as i sit here with a bowl of ice cream,treat your body like a temple tips on eating healthy workout routine amp purity as a christian girl,both,"['sit', 'bowl', 'ice', 'cream']",4
TroGENGRsNk,Doctor Reacts To The Most Extreme Diets | Freaky Eaters,Doctor Mike,16748333,298959,I don’t think people understand how scary salmonella is.,@7chances7,,0,2026-03-11T08:56:06Z,i dont think people understand how scary salmonella is,doctor reacts to the most extreme diets freaky eaters,doctor,"['dont', 'understand', 'scary', 'salmonella']",4
iRCrg2EGfnU,I DESTROYED These “Doctors” Who Tried to Debunk the Carnivore Diet,FaceIQ,51541,1484,"Well yeah Muscle meat and liver do contain small amounts of vitamin C but much of it is lost during cooking Eating them raw would preserve more of the vitamin C, if u wanna get some health issues ofc like weakened immunity.",@Marcus.wave122,,0,2026-04-06T23:15:17Z,well yeah muscle meat and liver do contain small amounts of vitamin c but much of it is lost during cooking eating them raw would preserve more of the vitamin c if u wanna get some health issues ofc like weakened immunity,i destroyed these doctors who tried to debunk the carnivore diet,doctor,"['well', 'yeah', 'muscle', 'meat', 'liver', 'contain', 'small', 'amounts', 'vitamin', 'c', 'much', 'lost', 'cooking', 'eating', 'raw', 'preserve', 'vitamin', 'c', 'u', 'wanna', 'health', 'issues', 'ofc', 'weakened', 'immunity']",25
OweSs5lTKJA,Tongkat Ali - How Health Influencers SCAM You,Dr Brad Stanfield,221034,2635,I used ND tongakt ali 2% but It didn’t do much difference,@sachinthakasthuriarachchi3391,,0,2025-06-01T10:55:05Z,i used nd tongakt ali but it didnt do much difference,tongkat ali how health influencers scam you,both,"['used', 'nd', 'tongakt', 'ali', 'didnt', 'much', 'difference']",7
kEODwPMftHA,Doctors React To Horrifying Old Medical Devices,Doctor Mike,12738464,266633,"Tobacco is a stimulant, which should help dialate vessels. Blowing smoke up your a$$ would relieve heavy breathing. Ok, so is this where that phrase comes from?",@jenndowell6446,,0,2026-01-18T06:28:00Z,tobacco is a stimulant which should help dialate vessels blowing smoke up your a would relieve heavy breathing ok so is this where that phrase comes from,doctors react to horrifying old medical devices,doctor,"['tobacco', 'stimulant', 'help', 'dialate', 'vessels', 'blowing', 'smoke', 'relieve', 'heavy', 'breathing', 'ok', 'phrase', 'comes']",13
ePOGpL-UlH8,TikTok Carnivores Are Getting Worse,AugustTheDuck,618275,26610,"Ah, that sneaky seed water... very carnivore and ancestral xD You know, bad coffee can help you release the fudge into the whirlpool; something these carnivores are not very good at given the lack of fiber in their diet, so let them have that at least xD",@jaimeperezmolina8637,,0,2025-03-05T13:23:58Z,ah that sneaky seed water very carnivore and ancestral xd you know bad coffee can help you release the fudge into the whirlpool something these carnivores are not very good at given the lack of fiber in their diet so let them have that at least xd,tiktok carnivores are getting worse,influencer,"['ah', 'sneaky', 'seed', 'water', 'carnivore', 'ancestral', 'xd', 'bad', 'coffee', 'help', 'release', 'fudge', 'whirlpool', 'something', 'carnivores', 'good', 'given', 'lack', 'fiber', 'diet', 'let', 'least', 'xd']",23
2DVcs9kP97s,Scientist debunks: The worst skincare misinformation on TikTok,Lab Muffin Beauty Science,542411,26370,"It must be so amazing to take all the published information as fact. Life would be much easier if I didn't question the sources (and corporate sponsors) of the ""research.""",@Crazyathome24,,0,2025-07-24T21:05:44Z,it must be so amazing to take all the published information as fact life would be much easier if i didnt question the sources and corporate sponsors of the research,scientist debunks the worst skincare misinformation on tiktok,doctor,"['must', 'amazing', 'take', 'published', 'information', 'fact', 'life', 'much', 'easier', 'didnt', 'question', 'sources', 'corporate', 'sponsors', 'research']",15
J91XCItqJbI,Doctor Reacts To Painful Medical Memes,Doctor Mike,14585739,321589,N3ck hurt rupert gaming 😂,@JAC_FilmsTrucks30,,1,2026-02-04T04:28:05Z,nck hurt rupert gaming,doctor reacts to painful medical memes,doctor,"['nck', 'hurt', 'rupert', 'gaming']",4
5HYlXUbnAJY,Doctor Reacts to The Most Dangerous MrBeast Stunts,Doctor Mike,16516750,389961,"i just explained to my family about chest compressions and the might buy me the chest compressions hoodie 
thx dr. mike 4 making this video🥰🥰🥰",@RamaKrishna-wb1lg,,0,2025-10-22T01:42:51Z,i just explained to my family about chest compressions and the might buy me the chest compressions hoodie thx dr mike making this video,doctor reacts to the most dangerous mrbeast stunts,doctor,"['explained', 'family', 'chest', 'compressions', 'might', 'buy', 'chest', 'compressions', 'hoodie', 'thx', 'dr', 'mike', 'making']",13
5LLl4neKRgk,Doctor Reacts To Rough Soccer Injuries,Doctor Mike,10880256,151475,i know this guy was russian,@temu_todo_jjs,,0,2025-12-13T03:55:04Z,i know this guy was russian,doctor reacts to rough soccer injuries,doctor,"['guy', 'russian']",2
WPIZdNqRVY4,I tried the Carnivore Diet for a week...,Will Tennyson,3073416,83599,Definitely coming down off of other work out products,@Kissmyb,,0,2026-01-06T04:48:58Z,definitely coming down off of other work out products,i tried the carnivore diet for a week,influencer,"['definitely', 'coming', 'work', 'products']",4
aRV0dpzuJcY,Fridge Vs Influencers. Zeher Kismein Hai?,Dr Jayesh Sharma,78418,2584,Scarefluencers is a good word,@drjayeshsharma,@KartikKumar-f2f6k,1,2025-12-04T15:46:46Z,scarefluencers is a good word,fridge vs influencers zeher kismein hai,both,"['scarefluencers', 'good', 'word']",3
MIYMUfv3TK0,Fact-Checking MrWhoseTheBoss Health Hacks,Doctor Mike,4837931,150762,What is the brand/model of that balance board?  Is there a link?,@Ken-J-L,,0,2024-01-25T21:14:00Z,what is the brandmodel of that balance board is there a link,factchecking mrwhosetheboss health hacks,doctor,"['brandmodel', 'balance', 'board', 'link']",4
WPIZdNqRVY4,I tried the Carnivore Diet for a week...,Will Tennyson,3073416,83599,"I like your input how you try eating styles but carnivore you can’t give true results till you on it for minimum of 1 month Evan than it won’t be accurate, 3 months before you can truely give honest intake from your point of view , I’m not hating just sharing my input",@deanpropert4641,,0,2026-05-04T22:01:37Z,i like your input how you try eating styles but carnivore you cant give true results till you on it for minimum of month evan than it wont be accurate months before you can truely give honest intake from your point of view im not hating just sharing my input,i tried the carnivore diet for a week,influencer,"['input', 'try', 'eating', 'styles', 'carnivore', 'cant', 'give', 'true', 'results', 'till', 'minimum', 'month', 'evan', 'wont', 'accurate', 'months', 'truely', 'give', 'honest', 'intake', 'point', 'view', 'im', 'hating', 'sharing', 'input']",26
TroGENGRsNk,Doctor Reacts To The Most Extreme Diets | Freaky Eaters,Doctor Mike,16748333,298959,If I didn't have self control id also be drinking 30 cans of coke a day,@RogueSentinel1,,0,2026-03-26T11:38:03Z,if i didnt have self control id also be drinking cans of coke a day,doctor reacts to the most extreme diets freaky eaters,doctor,"['didnt', 'self', 'control', 'id', 'drinking', 'cans', 'coke', 'day']",8
P-6q1PXEH-g,The Worst TikTok Carnivore Yet,AugustTheDuck,1737670,52554,3:33 just saying shit to say shit at this point… why is fat bad for you could you explain in a scientific way?,@KayEsEm,,2,2026-02-05T00:20:54Z,just saying shit to say shit at this point why is fat bad for you could you explain in a scientific way,the worst tiktok carnivore yet,influencer,"['saying', 'shit', 'shit', 'point', 'fat', 'bad', 'explain', 'scientific', 'way']",9
RFRN1WY98Ik,Real Doctor Reacts to HOUSE M.D. | Medical Drama Review | Doctor Mike,Doctor Mike,15851561,397017,Ponedle lo de la mujer como usa el aparato del asma ❤,@KrakenAbogado,,0,2025-07-28T17:30:37Z,ponedle lo de la mujer como usa el aparato del asma,real doctor reacts to house md medical drama review doctor mike,doctor,"['ponedle', 'lo', 'de', 'la', 'mujer', 'como', 'usa', 'el', 'aparato', 'del', 'asma']",11
c9HAqDyXVqg,Doctor Reacts To Hilarious South Park Medical Scenes,Doctor Mike,13675497,327932,@CookieYumYum-f2nI know I am a big fan of it,@ZariaM2013,@skibidisigma1099,0,2025-09-15T21:06:36Z,cookieyumyumfni know i am a big fan of it,doctor reacts to hilarious south park medical scenes,doctor,"['cookieyumyumfni', 'big', 'fan']",3
I_DJ1ney6Kk,Un médecin débunke vos influenceurs préférés !,Charles.co,103059,4232,"Bonjour, l’alopécie areata (pelade) est une maladie auto-immune qui provoque une chute de cheveux ou de poils en plaques rondes, généralement réversible. Nous avons plusieurs vidéos sur la perte de cheveux, n'hésitez pas à les visionner 😊",@Charlesco,@FahadGuindo-w8r,0,2026-03-06T10:18:11Z,bonjour lalopcie areata pelade est une maladie autoimmune qui provoque une chute de cheveux ou de poils en plaques rondes gnralement rversible nous avons plusieurs vidos sur la perte de cheveux nhsitez pas les visionner,un mdecin dbunke vos influenceurs prfrs,both,"['bonjour', 'lalopcie', 'areata', 'pelade', 'est', 'une', 'maladie', 'autoimmune', 'qui', 'provoque', 'une', 'chute', 'de', 'cheveux', 'ou', 'de', 'poils', 'en', 'plaques', 'rondes', 'gnralement', 'rversible', 'nous', 'avons', 'plusieurs', 'vidos', 'sur', 'la', 'perte', 'de', 'cheveux', 'nhsitez', 'pas', 'les', 'visionner']",35
TroGENGRsNk,Doctor Reacts To The Most Extreme Diets | Freaky Eaters,Doctor Mike,16748333,298959,0:33 min. in germany we call this liquid calories.. that you don't need...!!!!,@Fliege113,,0,2026-05-17T17:31:20Z,min in germany we call this liquid calories that you dont need,doctor reacts to the most extreme diets freaky eaters,doctor,"['min', 'germany', 'call', 'liquid', 'calories', 'dont', 'need']",7
I_DJ1ney6Kk,Un médecin débunke vos influenceurs préférés !,Charles.co,103059,4232,​@felipesoreta8533complètement ! Et aucune sanction et les plateformes laissent faire,@yumebykira,@yumebykira,0,2026-03-01T06:48:38Z,felipesoretacompltement et aucune sanction et les plateformes laissent faire,un mdecin dbunke vos influenceurs prfrs,both,"['felipesoretacompltement', 'et', 'aucune', 'sanction', 'et', 'les', 'plateformes', 'laissent', 'faire']",9
KTlf9OASKjk,TikTok &quot;Health&quot; Products You Should NEVER Buy,Doctor Mike,6496832,142685,"5:06 if you're using ""water"" that has a pH of 2.5, you are DUMPING ACID ONTO YOUR HANDS. YOU DO NOT WANT THAT.",@gabrielnever247,,0,2025-08-18T03:17:50Z,if youre using water that has a ph of you are dumping acid onto your hands you do not want that,tiktok quothealthquot products you should never buy,both,"['youre', 'using', 'water', 'ph', 'dumping', 'acid', 'onto', 'hands', 'want']",9
h-6XmDlD3mo,The Truth About Detox Smoothies,Doctor Mike,5326716,159309,"This is absolutely untrue. While your body maintains a strict ph of 7.3-7.4 ish... on its own regardless of what you eat or do... eating more leafy greens, lemons, etc, can take stress off the kidneys and liver; whose job that is to maintain your bodys ph. Eating foods that naturally raise and maintain a healthy ph DOES contribute to overall better health outcomes and ""detox"" your organs by not putting constant strain on the system. 
Side effects of consuming acid forming foods long term (which is basically 100% of the standard fast foods; processed sugar, bleached wheat, meats, dairy, eggs, etc)  are chronic acidosis, bone disease, cancers... along with a host of other major issues. Even the NIH has articles on this specific topic. Do the actual research before trying to make people look stupid, and yourself funny, by insulting people attempting to spread good advice",@Robviously88,,0,2026-05-16T02:34:16Z,this is absolutely untrue while your body maintains a strict ph of ish on its own regardless of what you eat or do eating more leafy greens lemons etc can take stress off the kidneys and liver whose job that is to maintain your bodys ph eating foods that naturally raise and maintain a healthy ph does contribute to overall better health outcomes and detox your organs by not putting constant strain on the system side effects of consuming acid forming foods long term which is basically of the standard fast foods processed sugar bleached wheat meats dairy eggs etc are chronic acidosis bone disease cancers along with a host of other major issues even the nih has articles on this specific topic do the actual research before trying to make people look stupid and yourself funny by insulting people attempting to spread good advice,the truth about detox smoothies,both,"['absolutely', 'untrue', 'body', 'maintains', 'strict', 'ph', 'ish', 'regardless', 'eat', 'eating', 'leafy', 'greens', 'lemons', 'etc', 'take', 'stress', 'kidneys', 'liver', 'whose', 'job', 'maintain', 'bodys', 'ph', 'eating', 'foods', 'naturally', 'raise', 'maintain', 'healthy', 'ph', 'contribute', 'overall', 'better', 'health', 'outcomes', 'detox', 'organs', 'putting', 'constant', 'strain', 'system', 'side', 'effects', 'consuming', 'acid', 'forming', 'foods', 'long', 'term', 'basically', 'standard', 'fast', 'foods', 'processed', 'sugar', 'bleached', 'wheat', 'meats', 'dairy', 'eggs', 'etc', 'chronic', 'acidosis', 'bone', 'disease', 'cancers', 'along', 'host', 'major', 'issues', 'nih', 'articles', 'specific', 'topic', 'actual', 'research', 'trying', 'make', 'look', 'stupid', 'funny', 'insulting', 'attempting', 'spread', 'good', 'advice']",86
nOgg-_vav_8,"Food Theory: Liver King, The RAW Truth! (Carnivore Diet)",The Food Theorists,5965267,161185,Can't wait for you to catch a cold and your doctor to scientifically prove it right in front of your eyes,@pkmntrainerred4247,@danibogomolov6744,1,2026-02-10T20:16:30Z,cant wait for you to catch a cold and your doctor to scientifically prove it right in front of your eyes,food theory liver king the raw truth carnivore diet,influencer,"['cant', 'wait', 'catch', 'cold', 'scientifically', 'prove', 'right', 'front', 'eyes']",9
Gf50BB8rQLE,First Aid Hacks That Should Be Illegal,Doctor Mike,13688395,290446,Honestly I like the PINS and NEEDLES.,@Linda-b4j8c,,0,2026-04-27T04:18:03Z,honestly i like the pins and needles,first aid hacks that should be illegal,doctor,"['honestly', 'pins', 'needles']",3
X4idviwvvFY,The Rise of India&#39;s Fitness Influencer Revolution,Muscle Adventure,102644,4713,Laao bhejo jo bhi edit Krna hai,@ownstoriee,@DineshSahoo-f6g,2,2025-11-02T03:57:34Z,laao bhejo jo bhi edit krna hai,the rise of indias fitness influencer revolution,influencer,"['laao', 'bhejo', 'jo', 'bhi', 'edit', 'krna', 'hai']",7
RWAKbg_CF_E,How “Health Gurus” Trick You ft Gary Brecka,Doctor Mike,1349877,50563,"Then debate Gary Brecka or Aron Siri, he is an attacker, Mr pharmacy",@allannoble2488,,0,2026-01-13T20:27:22Z,then debate gary brecka or aron siri he is an attacker mr pharmacy,how health gurus trick you ft gary brecka,both,"['debate', 'gary', 'brecka', 'aron', 'siri', 'attacker', 'mr', 'pharmacy']",8
X4idviwvvFY,The Rise of India&#39;s Fitness Influencer Revolution,Muscle Adventure,102644,4713,"Thank you for sharing your challenge with me! 
 Bohot bhadiya account hai , buss apni editing skill or video quality imporve karo , day by day , har video mei 1 % editing extra seekho , aur ghar ke saath saath ghar ke bahar jaake bhi video banao , buss 1 saal dedo youtube ko , fir chandi he chandi hai , Best of luck",@lirilsoni,@Sycho_challenger,2,2025-04-05T08:13:26Z,thank you for sharing your challenge with me bohot bhadiya account hai buss apni editing skill or video quality imporve karo day by day har video mei editing extra seekho aur ghar ke saath saath ghar ke bahar jaake bhi video banao buss saal dedo youtube ko fir chandi he chandi hai best of luck,the rise of indias fitness influencer revolution,influencer,"['thank', 'sharing', 'challenge', 'bohot', 'bhadiya', 'account', 'hai', 'buss', 'apni', 'editing', 'skill', 'quality', 'imporve', 'karo', 'day', 'day', 'har', 'mei', 'editing', 'extra', 'seekho', 'aur', 'ghar', 'ke', 'saath', 'saath', 'ghar', 'ke', 'bahar', 'jaake', 'bhi', 'banao', 'buss', 'saal', 'dedo', 'ko', 'fir', 'chandi', 'chandi', 'hai', 'best', 'luck']",42
kEODwPMftHA,Doctors React To Horrifying Old Medical Devices,Doctor Mike,12738464,266633,"Dr. Mike, how do I get rid of a belly button rash on my stomach?",@LauraWenzinger-l6o,,0,2025-06-15T22:43:37Z,dr mike how do i get rid of a belly button rash on my stomach,doctors react to horrifying old medical devices,doctor,"['dr', 'mike', 'rid', 'belly', 'button', 'rash', 'stomach']",7
jzFY1KDoaeU,Pediatricians Debunk 16 Baby Myths,Insider Science,9781487,160233,Yasssss super agree with these things! 🤍🤍🤍,@JoViPrz,,0,2025-06-04T16:57:16Z,yasssss super agree with these things,pediatricians debunk baby myths,doctor,"['yasssss', 'super', 'agree', 'things']",4
5LLl4neKRgk,Doctor Reacts To Rough Soccer Injuries,Doctor Mike,10880256,151475,It’s futbol not soccer!,@Yourtinyuncle,,0,2025-11-11T01:11:44Z,its futbol not soccer,doctor reacts to rough soccer injuries,doctor,"['futbol', 'soccer']",2
MTDkExiOwZU,4 Carnivore Experts: The Ultimate Carnivore Diet For Women 2024,The Primal Podcast,430393,15351,@chavak3497 Absolutely! When my parents started they were 79 and 80. They are now 81 and 83. Their health have tremendously improved. My Mom was bound to a walker to get around and my Dad couldn't walk 20ft without being out of breath. My Mom is no longer using a walker and my Dad walks 6 miles a day.,@DeLa-d4x,@terrigodfrey8260,1,2026-03-12T22:12:26Z,chavak absolutely when my parents started they were and they are now and their health have tremendously improved my mom was bound to a walker to get around and my dad couldnt walk ft without being out of breath my mom is no longer using a walker and my dad walks miles a day,carnivore experts the ultimate carnivore diet for women,influencer,"['chavak', 'absolutely', 'parents', 'started', 'health', 'tremendously', 'improved', 'mom', 'bound', 'walker', 'around', 'dad', 'couldnt', 'walk', 'ft', 'without', 'breath', 'mom', 'longer', 'using', 'walker', 'dad', 'walks', 'miles', 'day']",25
Sxzj0skUDg8,Doctor Reacts To DRAMATIC Lifeguard Rescues,Doctor Mike,30044375,362874,"Story time!!
So I was in a wave pool with my friend and her mom I was in three feet and I swam to five feet with my friend a wave then knocks me back in the water i stay conscious and my friends mom pulls me up and takes me back to three feet. I always remember this day.",@Hello_goodbye12,,3,2026-03-13T14:41:03Z,story time so i was in a wave pool with my friend and her mom i was in three feet and i swam to five feet with my friend a wave then knocks me back in the water i stay conscious and my friends mom pulls me up and takes me back to three feet i always remember this day,doctor reacts to dramatic lifeguard rescues,doctor,"['story', 'time', 'wave', 'pool', 'friend', 'mom', 'three', 'feet', 'swam', 'five', 'feet', 'friend', 'wave', 'knocks', 'back', 'water', 'stay', 'conscious', 'friends', 'mom', 'pulls', 'takes', 'back', 'three', 'feet', 'always', 'remember', 'day']",28
RWAKbg_CF_E,How “Health Gurus” Trick You ft Gary Brecka,Doctor Mike,1349877,50563,Thanks for the misinformation in almost the entire video. You are doing the same thing.,@discoverbitcoin4335,,0,2025-06-07T03:24:40Z,thanks for the misinformation in almost the entire video you are doing the same thing,how health gurus trick you ft gary brecka,both,"['thanks', 'misinformation', 'almost', 'entire', 'thing']",5
nOgg-_vav_8,"Food Theory: Liver King, The RAW Truth! (Carnivore Diet)",The Food Theorists,5965267,161185,Bull said ligma,@Mark175x9,@HiddenStrengthTimelapseDrawing,1,2025-06-06T01:29:43Z,bull said ligma,food theory liver king the raw truth carnivore diet,influencer,"['bull', 'ligma']",2
syBrhLAgM64,Real Doctor Reacts To Painful WWE Injuries,Doctor Mike,31765363,293926,U didn’t do beeewoop!,@DumbandDumber9,,0,2026-03-19T02:46:15Z,u didnt do beeewoop,real doctor reacts to painful wwe injuries,doctor,"['u', 'didnt', 'beeewoop']",3
gj4RJHq52Bk,“Influencers” don’t understand “raw milk”,Kyle Hill,491662,36880,There is also a mysogenistic to this. Our forebears were not as stupid as people think. They might not have known about bacteria. But most societies knew that drinking raw milk could make you sick. So who got up before the rest of the family to heat the stove and the milk? Mothers. Whose work was neither appreciated nor remembered.,@gouachegirl6115,,0,2025-10-12T07:51:35Z,there is also a mysogenistic to this our forebears were not as stupid as people think they might not have known about bacteria but most societies knew that drinking raw milk could make you sick so who got up before the rest of the family to heat the stove and the milk mothers whose work was neither appreciated nor remembered,influencers dont understand raw milk,influencer,"['mysogenistic', 'forebears', 'stupid', 'might', 'known', 'bacteria', 'societies', 'knew', 'drinking', 'raw', 'milk', 'make', 'sick', 'rest', 'family', 'heat', 'stove', 'milk', 'mothers', 'whose', 'work', 'neither', 'appreciated', 'remembered']",24
m4stVVsKVRA,Doctor and Lawyer React To Grey’s Anatomy Malpractice Episode,Doctor Mike,14905060,305666,"Ok so we will not close till we find everything, iv told ppl to throw sutures off of the field before giving it to a dr asking for it if the counts aren't correct. There's really no excuse for this... not only that they show up in X-rays, and the patient would be xrayed if we really couldn't find what ever we are looking for.  Making sure that it's not retained inside said patient.... there's no reason good enough to leave a sponge or instrument inside, unless done on purpose, at which point is thoroughly documented",@southface8838,,0,2026-01-08T01:37:56Z,ok so we will not close till we find everything iv told ppl to throw sutures off of the field before giving it to a dr asking for it if the counts arent correct theres really no excuse for this not only that they show up in xrays and the patient would be xrayed if we really couldnt find what ever we are looking for making sure that its not retained inside said patient theres no reason good enough to leave a sponge or instrument inside unless done on purpose at which point is thoroughly documented,doctor and lawyer react to greys anatomy malpractice episode,doctor,"['ok', 'close', 'till', 'find', 'everything', 'iv', 'told', 'ppl', 'throw', 'sutures', 'field', 'giving', 'dr', 'asking', 'counts', 'arent', 'correct', 'theres', 'excuse', 'show', 'xrays', 'patient', 'xrayed', 'couldnt', 'find', 'ever', 'looking', 'making', 'sure', 'retained', 'inside', 'patient', 'theres', 'reason', 'good', 'enough', 'leave', 'sponge', 'instrument', 'inside', 'unless', 'done', 'purpose', 'point', 'thoroughly', 'documented']",46
WPIZdNqRVY4,I tried the Carnivore Diet for a week...,Will Tennyson,3073416,83599,@JeffC26131 We thrive on eating both meat and plants. Thats what we are made for.,@myrkskog-qb6cc,@alinevieira5435,1,2026-01-05T18:46:10Z,jeffc we thrive on eating both meat and plants thats what we are made for,i tried the carnivore diet for a week,influencer,"['jeffc', 'thrive', 'eating', 'meat', 'plants', 'thats', 'made']",7
S718YtbwrzY,Doctor Blocks Me For Correcting Him,Doctor Mike,10693953,319021,"WHY are dermatologists and chiropractors giving MEDICAL ADVICE, seriously what happened to ""stay in your lane""? "" It would be like taking typical have cream advice from a milk man or internist",@1020bronwyn,,2,2026-02-01T17:23:45Z,why are dermatologists and chiropractors giving medical advice seriously what happened to stay in your lane it would be like taking typical have cream advice from a milk man or internist,doctor blocks me for correcting him,doctor,"['dermatologists', 'chiropractors', 'giving', 'medical', 'advice', 'seriously', 'happened', 'stay', 'lane', 'taking', 'typical', 'cream', 'advice', 'milk', 'man', 'internist']",16
1l77HA1ta-k,Doctor Reacts To The Wildest TikToks,Doctor Mike,13834039,330801,Source?,@IdioticSeal,@AndrewGold-ko7rj,0,2026-03-03T03:15:41Z,source,doctor reacts to the wildest tiktoks,doctor,['source'],1
ep8ZMq3GLNA,Doctor Fact-Checks TikTok Nutrition Advice,Doctor Mike,14267243,293888,"8:32 it's so funny that he paused on this guy looking so smug and self satisfied while Dr. Mike just obliterates these kinda people. The way people can just make these little smug pronouncements of completely false and illogical ""life hacks"" without any actual function behind the ideas... It's just weird and sad. Apparently if you just say something with enough confidence, some people will believe it.",@TheHive616,,0,2025-09-03T14:57:16Z,its so funny that he paused on this guy looking so smug and self satisfied while dr mike just obliterates these kinda people the way people can just make these little smug pronouncements of completely false and illogical life hacks without any actual function behind the ideas its just weird and sad apparently if you just say something with enough confidence some people will believe it,doctor factchecks tiktok nutrition advice,doctor,"['funny', 'paused', 'guy', 'looking', 'smug', 'self', 'satisfied', 'dr', 'mike', 'obliterates', 'kinda', 'way', 'make', 'little', 'smug', 'pronouncements', 'completely', 'false', 'illogical', 'life', 'hacks', 'without', 'actual', 'function', 'behind', 'ideas', 'weird', 'sad', 'apparently', 'something', 'enough', 'confidence', 'believe']",33
MTDkExiOwZU,4 Carnivore Experts: The Ultimate Carnivore Diet For Women 2024,The Primal Podcast,430393,15351,"Who is the killjoy dr?
No one needs to eat more then 2-3 times a day",@jannasletten4583,,0,2024-05-15T12:25:21Z,who is the killjoy dr no one needs to eat more then times a day,carnivore experts the ultimate carnivore diet for women,influencer,"['killjoy', 'dr', 'needs', 'eat', 'times', 'day']",6
VBduQSuqimc,Doctor Reacts To TERRIBLE TikTok Medical Advice,Doctor Mike,6456646,140851,RFK sounds like he’s crying,@operationdesertstorm1478,,0,2026-04-12T22:39:22Z,rfk sounds like hes crying,doctor reacts to terrible tiktok medical advice,doctor,"['rfk', 'sounds', 'hes', 'crying']",4
e4uIyFLUxyw,Doctor Reacts To Ridiculous 5-Minute Crafts Videos,Doctor Mike,23671197,453411,Last time I checked Hydro gel was called Orby’s five minute crafts,@PRETTYCat-l8i,,0,2026-03-16T06:54:32Z,last time i checked hydro gel was called orbys five minute crafts,doctor reacts to ridiculous minute crafts videos,doctor,"['last', 'time', 'checked', 'hydro', 'gel', 'called', 'orbys', 'five', 'minute', 'crafts']",10
S718YtbwrzY,Doctor Blocks Me For Correcting Him,Doctor Mike,10693953,319021,Dude’s ego got crushed by Dr Mike 😂😂,@tonyespinoza57,,0,2026-03-18T21:00:01Z,dudes ego got crushed by dr mike,doctor blocks me for correcting him,doctor,"['dudes', 'ego', 'crushed', 'dr', 'mike']",5
